Point in Time[s],State of Active Resource[]
4007.340000001,0
4008.34,1
4008.340000001,0
4009.34,1
4009.340000001,0
4010.34,1
4010.340000001,0
4011.34,1
4011.340000001,0
4012.34,1
4012.340000001,0
4013.34,1
4013.340000001,0
4014.34,1
4014.340000001,0
4015.34,1
4015.340000001,0
4016.34,1
4016.340000001,0
4017.34,1
4017.340000001,0
4018.34,1
4018.340000001,0
4019.34,1
4019.340000001,0
4020.34,1
4020.340000001,0
4021.34,1
4021.340000001,0
4022.34,1
4022.340000001,0
4023.34,1
4023.340000001,0
4024.34,1
4024.340000001,0
4025.34,1
4025.340000001,0
4026.34,1
4026.340000001,0
4027.34,1
4027.340000001,0
4028.34,1
4028.340000001,0
4029.34,1
4029.340000001,0
4030.34,1
4030.340000001,0
4031.34,1
4031.340000001,0
4032.34,1
4032.340000001,0
4033.34,1
4033.340000001,0
4034.34,1
4034.340000001,0
4035.34,1
4035.340000001,0
4036.34,1
4036.340000001,0
4037.34,1
4037.340000001,0
4038.34,1
4038.340000001,0
4039.34,1
4039.340000001,0
4040.34,1
4040.340000001,0
4041.34,1
4041.340000001,0
4042.34,1
4042.340000001,0
4043.34,1
4043.340000001,0
4044.34,1
4044.340000001,0
4045.34,1
4045.340000001,0
4046.34,1
4046.340000001,0
4047.34,1
4047.340000001,0
4048.34,1
4048.340000001,0
4049.34,1
4049.340000001,0
4050.34,1
4050.340000001,0
4051.34,1
4051.340000001,0
4052.34,1
4052.340000001,0
4053.34,1
4053.340000001,0
4054.34,1
4054.340000001,0
4055.34,1
4055.340000001,0
4056.34,1
4056.340000001,0
4057.34,1
4057.340000001,0
4058.34,1
4058.340000001,0
4059.34,1
4059.340000001,0
4060.34,1
4060.340000001,0
4061.34,1
4061.340000001,0
4062.34,1
4062.340000001,0
4063.34,1
4063.340000001,0
4064.34,1
4064.340000001,0
4065.34,1
4065.340000001,0
4066.34,1
4066.340000001,0
4067.34,1
4067.340000001,0
4068.34,1
4068.340000001,0
4069.34,1
4069.340000001,0
4070.34,1
4070.340000001,0
4071.34,1
4071.340000001,0
4072.34,1
4072.340000001,0
4073.34,1
4073.340000001,0
4074.34,1
4074.340000001,0
4075.34,1
4075.340000001,0
4076.34,1
4076.340000001,0
4077.34,1
4077.340000001,0
4078.34,1
4078.340000001,0
4079.34,1
4079.340000001,0
4080.34,1
4080.340000001,0
4081.34,1
4081.340000001,0
4082.34,1
4082.340000001,0
4083.34,1
4083.340000001,0
4084.34,1
4084.340000001,0
4085.34,1
4085.340000001,0
4086.34,1
4086.340000001,0
4087.34,1
4087.340000001,0
4088.34,1
4088.340000001,0
4089.34,1
4089.340000001,0
4090.34,1
4090.340000001,0
4091.34,1
4091.340000001,0
4092.34,1
4092.340000001,0
4093.34,1
4093.340000001,0
4094.34,1
4094.340000001,0
4095.34,1
4095.340000001,0
4096.34,1
4096.340000001,0
4097.34,1
4097.340000001,0
4098.34,1
4098.340000001,0
4099.34,1
4099.340000001,0
4100.34,1
4100.340000001,0
4101.34,1
4101.340000001,0
4102.34,1
4102.340000001,0
4103.34,1
4103.340000001,0
4104.34,1
4104.340000001,0
4105.34,1
4105.340000001,0
4106.34,1
4106.340000001,0
4107.34,1
4107.340000001,0
4108.34,1
4108.340000001,0
4109.34,1
4109.340000001,0
4110.34,1
4110.340000001,0
4111.34,1
4111.340000001,0
4112.34,1
4112.340000001,0
4113.34,1
4113.340000001,0
4114.34,1
4114.340000001,0
4115.34,1
4115.340000001,0
4116.34,1
4116.340000001,0
4117.34,1
4117.340000001,0
4118.34,1
4118.340000001,0
4119.34,1
4119.340000001,0
4120.34,1
4120.340000001,0
4121.34,1
4121.340000001,0
4122.34,1
4122.340000001,0
4123.34,1
4123.340000001,0
4124.34,1
4124.340000001,0
4125.34,1
4125.340000001,0
4126.34,1
4126.340000001,0
4127.34,1
4127.340000001,0
4128.34,1
4128.340000001,0
4129.34,1
4129.340000001,0
4130.34,1
4130.340000001,0
4131.34,1
4131.340000001,0
4132.34,1
4132.340000001,0
4133.34,1
4133.340000001,0
4134.34,1
